Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Macao SAR, China",MAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,190776.3241,202038.0867,210276.6275,203158.344,207895.3689,227905.7694,236061.0151,238975.5486,249770.2206,251720.7445,278360.3037,286559.391,292735.8006,296335.0133,289196.259,282654.6274,264293.8752,252651.2789,261301.317,262614.7994,279173.6572,304021.3836,376022.3241,396851.6624,439725.4753,492570.0332,498683.1354,494559.2705,605898.3425,720332.1521,768446.8627,834780.696,806817.2576,620110.1173,604855.1325,654252.8329,679975.4922,
St. Martin (French part),MAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,6492.82522,6970.256472,7480.609295,7923.514778,8116.191649,8390.114373,8418.755262,8540.895788,8830.854065,9292.218193,10064.18861,10424.94269,10403.28852,10638.76912,10759.50378,10315.88315,10968.22277,10855.52716,11285.64219,11699.06149,12514.75945,12224.13299,13412.7564,13536.55191,13741.62527,14467.25971,13913.53826,13574.3088,14766.95461,13754.38459,15233.86769,14792.8837,15659.1232,15631.09313,15735.38723,16683.63266,16999.56767,17800.38547,18435.56888,18819.84197,20009.63845,20474.68719,21430.26043,22065.5311,22614.0021,23481.32227,23852.44747,24582.41436,24884.65356,25656.85208,25583.2847,26320.67845,26765.04391,
Monaco,MCO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,64710.65729,67413.43443,69579.05499,72962.0457,75008.33846,73211.67399,75465.16804,77283.67706,79482.98101,81334.89785,81620.33677,81108.56474,81683.06723,81276.45519,81288.15591,81753.77611,83155.88894,84850.89489,88567.625,92016.02302,94021.70927,94386.19607,94897.63603,93153.86453,94313.64876,95429.33325,95620.75173,96869.30946,99385.96463,101737.7183,104719.4762,105945.9563,105937.2462,105968.4885,107461.6627,108388.7362,113515.6479,128634.323,128203.5663,112573.7806,113692.0139,120259.1606,120009.2748,129958.2619,137743.7514,142976.1661,146612.0872,140439.425,147889.1262,
Moldova,MDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16135.96096,15218.0803,15526.04846,14516.1679,14049.26919,14374.59034,15285.58484,16516.06401,17655.77203,19009.27939,20484.75567,21527.7716,22225.05109,24004.25259,22592.49976,24220.74314,25644.76995,25496.87868,27810.22781,29218.44416,29138.37137,30441.49851,31894.21135,33009.42721,
Madagascar,MDG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1350897.531,1345795.668,1343204.87,1298263.679,1316393.01,1277718.662,1271184.241,1307242.815,1360461.514,1374177.289,1408323.367,1424341.271,1368001.8,1295623.44,1285074.518,1265042.445,1191922.767,1185820.116,1121711.22,1197413.793,1172874.295,1029040.015,981658.1689,962359.1644,951086.05,935060.4161,926798.2984,911681.1471,916487.9833,927099.4818,928916.9158,845224.7882,830324.5453,822711.441,797516.1048,786559.5395,778768.2726,782476.999,787933.5911,799081.8736,811406.1893,834094.9547,706478.5177,752533.7464,768786.9676,780766.3868,796374.7342,821985.9274,852468.8339,795763.1156,778639.5138,769384.0674,771176.7797,767799.5328,772294.0255,775312.0791,784886.0913,794187.0419,808563.7985,
Maldives,MDV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78858.98426,83400.94103,88808.50623,93824.00812,97771.03869,99397.65031,93174.07983,97269.19194,107537.7325,110882.4346,93810.17684,115459.1086,121515.0417,129832.6066,117057.3583,121326.6008,126610.3423,124327.1445,127488.3619,130723.6452,128611.0491,130838.5912,133860.0217,137728.216,
Middle East & North Africa,MEA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55216.81185,56200.80496,57023.32742,59762.2974,64830.9742,67305.22741,69218.48055,71029.67971,75354.71743,75569.55992,78063.51704,78585.08513,82542.33823,86447.67886,88850.59553,91367.81053,92858.09546,93520.95147,99330.23182,106279.0238,113286.6331,120028.9218,116629.4842,110007.879,111245.7339,111239.5165,105569.8038,105217.3908,104472.0452,106674.6221,110091.824,112626.145,114521.7724,114702.6314,118326.156,109059.1564,114591.122,120542.4847,124859.7956,126417.8425,130767.8626,128423.3209,126621.6287,126713.1284,129874.4093,131003.6878,134913.4121,135969.2014,135482.9307,126440.5736,131014.1686,133932.0649,136941.7128,136982.0413,139035.6609,141835.7378,144218.1441,145568.5329,147012.4745,
Marshall Islands,MHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,2548.057057,2556.147694,2820.452255,2795.82665,2499.455862,2967.501755,3094.388017,3190.89678,3018.001157,3003.65246,2935.923577,3091.852345,3239.013357,3403.168386,3665.01563,3282.467352,3075.942517,3056.434189,3014.061044,3035.010738,3200.001945,3259.635287,3141.811957,3112.251267,3138.309385,3130.442735,3200.827818,2978.137573,3017.054222,3238.326296,3204.4595,3118.243208,3221.614739,3177.88174,3213.837288,3239.13917,3351.787867,3452.173318,
Middle income,MIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153653.7541,144383.7705,135219.6564,125411.7804,123351.3833,121881.0828,122941.7204,124078.7054,127476.721,132197.3984,137503.1391,132762.103,134344.8867,137030.0172,143182.8523,149711.713,157184.3959,167173.7453,176160.5524,175382.3877,181124.0517,185205.9868,184202.4068,189426.4491,196140.5831,203550.8587,209206.3179,209583.4958,215068.6668,
Mali,MLI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,118758.7417,121572.6557,120178.3644,125674.7145,126867.017,132032.8528,127850.3554,123678.4372,135629.6956,151433.4407,158275.2885,153246.26,166129.5812,155945.3204,155134.2907,140694.1317,140284.6512,137160.8758,162099.4502,163931.9833,161483.4089,171096.9468,175550.4867,168058.4634,183760.7147,173529.5644,174367.9876,176157.1785,173128.6822,180598.0218,184502.935,193373.5373,198974.6401,193340.0363,216633.5448,216723.8698,229267.5294,225570.7042,232665.8455,235621.9975,235849.6449,239016.7428,242172.6928,247345.1879,247702.2911,238484.6599,237002.0749,246438.7401,253577.4668,260420.2691,266373.1228,271145.6678,
Malta,MLT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,2825.820254,2894.687479,3066.221194,3195.99272,3519.131048,4176.68972,4862.633841,5433.851516,5977.783366,6538.289792,6926.209793,7103.164442,7111.250453,6968.7826,7032.986179,7089.169332,7242.564473,7488.526641,8052.244728,8626.475385,9079.934495,9391.469444,9731.107291,10066.09446,10535.93892,11126.34261,11471.06382,11983.06439,12515.65975,13028.92295,13821.53212,13801.56121,14107.67004,14371.69767,14338.79602,14786.76882,15002.41791,15546.1689,15962.22571,15452.25552,15921.28499,16061.20467,16361.71636,16877.49541,17984.19402,19459.78372,20098.97024,20871.0052,21568.6806,
Myanmar,MMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,123121.2238,121058.1987,123307.4339,136752.1765,125872.9317,136221.6045,126664.6052,116410.8146,127414.5748,128542.3199,131809.3341,134083.0882,134193.7881,129858.0788,133685.0951,136086.1554,141118.7324,146192.6424,152287.8853,156703.2453,165471.5522,172203.9846,177997.5377,181956.2974,187087.9692,188694.926,183219.4074,172729.7545,150518.1965,153605.7219,155625.809,152564.829,165285.8587,173272.6592,184111.8109,194579.9389,204550.7225,213351.1976,222974.929,244327.2515,274708.299,302597.6647,335596.5135,378511.7208,426177.1419,480193.7686,539117.2146,599866.3621,657302.4079,722010.0122,786089.3652,823698.159,876821.9998,942658.5929,1009644.912,1072047.206,1127097.253,1195669.4,1262098.451,
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.077832,3065.162376,2784.648705,2875.960658,2895.916126,2939.249756,3000.221962,3127.466076,3253.396683,3527.70863,3762.748772,4027.370257,3785.849935,3882.247654,4003.376667,3891.058345,4025.222027,4093.046107,4229.44376,4353.176829,4557.980182,4789.643526,
Mongolia,MNG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,1955020.03,2065385.48,2131343.413,2200036.408,2264258.075,2408326.668,2421733.81,2476771.043,2518435.628,2390085.063,2149072.256,1927910.602,1850576.75,1875742.594,1980117.273,2008166.248,2069298.505,2120319.817,2166511.445,2171969.718,2215612.93,2297984.67,2433560.41,2662340.659,2821513.535,3024108.03,3289077.43,3529996.097,3430601.791,3587118.184,4130715.914,4550363.293,4979779.669,5265885.951,5286326.018,5246741.285,5424844.969,5713297.676,
Northern Mariana Islands,MNP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25145.49812,25454.29444,24962.44279,22072.08801,20793.81554,19630.92414,17647.59725,14669.7913,14933.94601,13774.71673,13772.53227,13982.18458,14374.83049,14754.39226,18794.04855,23443.30116,18740.55061,
Mozambique,MOZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,9003.044398,9228.716658,8396.879302,6936.347437,6384.706197,6383.750694,6215.416312,7141.465257,7744.230185,8216.731271,8183.017643,8364.530142,7582.193678,8055.448597,8250.653798,8145.003877,8786.841386,9519.289338,10204.86964,11114.59415,10949.68916,11929.98363,12661.54014,13141.47548,13770.78097,14266.85297,15215.82215,15943.58465,16642.48749,17215.57536,17836.39131,18637.44406,19447.38417,20233.5202,21130.78767,21921.14331,22115.07385,22286.55191,22388.69323,
Mauritania,MRT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12463.72805,13984.9579,13678.74887,13016.92381,16133.88276,18184.35564,17684.81965,17769.27429,18996.42095,18660.3463,20276.76677,20040.65149,19309.2368,17884.65926,19474.52695,17936.70626,18904.71279,18013.47362,17405.83639,17713.51644,17782.32374,17864.18582,16942.5547,17071.61359,16054.20012,16077.10364,16534.53391,16399.80316,16244.0774,16578.17236,15864.69496,15734.07835,15619.5016,16116.56323,15228.56743,16303.90763,16821.66327,15738.92059,15770.10964,16552.95452,16051.62916,15936.72291,15605.56337,16080.93105,16530.18212,17506.87873,20223.71206,20205.25618,19842.7717,19073.71289,19407.81213,19730.94557,20266.67015,20876.12439,21405.12878,20885.00089,20671.14139,20714.17797,20862.2178,
Mauritius,MUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,64378.30347,67486.37944,69161.88281,70358.72343,62221.78974,64912.74517,67649.01231,67286.97501,69715.51157,73956.91705,80543.69529,87051.1961,92325.3836,95711.96253,101862.3597,105238.2478,110626.9138,114879.0008,117967.3258,121972.0526,127477.179,133051.0131,139653.6954,141489.7905,151598.8342,155440.7471,156858.2271,164954.7319,171021.4524,173033.8603,180608.5677,190084.1907,199600.83,205670.8917,214163.4519,222539.3871,229681.7875,236877.378,245302.8795,253682.4847,263237.6802,273031.6162,283180.8254,
Malawi,MWI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35884.63734,37721.49133,37070.62023,35673.42752,35728.47521,39591.09847,43716.06524,45713.18902,43689.53137,45070.5112,44115.96075,49940.52824,51667.38939,51457.05664,53656.73283,55340.01081,56420.35234,57411.36608,61094.52446,61905.0822,60417.15575,55775.90618,55834.77489,56433.32644,57523.08359,57639.35187,54528.69666,52183.36972,50752.15106,48947.30403,49924.11768,53175.1998,48840.30583,53439.44232,47793.11345,55228.86128,58214.96618,58997.53882,59626.02879,59730.66221,59069.72942,54740.3157,54332.25173,56060.99836,57650.58025,58006.7283,59105.15613,62991.95967,65897.44515,69363.03445,72033.25646,73396.9808,72673.60619,74313.09682,76377.71498,76379.28456,76183.84091,77146.34646,77764.61248,
Malaysia,MYS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4824.226039,5029.533159,5183.441101,5389.344157,5506.315988,5759.726432,6042.790441,6115.797741,6442.336786,6596.231523,6826.285952,7335.896121,7839.074485,8553.628398,9047.838299,8902.037049,9687.291587,10175.87192,10577.95412,11277.13118,11819.50422,12339.56733,12768.35112,13247.88124,13925.76546,13423.69988,13213.45154,13497.13098,14402.18399,15253.11462,16165.29718,17239.71525,18294.63767,19607.29541,20885.51631,22367.24458,23984.11391,25089.60447,22663.13405,23473.86739,24966.21915,24550.49556,25340.38631,26274.92138,27509.46236,28412.40404,29413.73765,30659.83739,31532.74739,30496.71165,32211.70563,33392.6371,34714.86353,35850.07916,37497.4597,38880.19813,40062.56647,41790.57482,43184.082,
North America,NAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,30904.84742,30534.92061,29748.37844,28521.27878,27703.44608,26998.8288,27332.82689,27273.24974,26471.7985,26001.34226,25665.33473,26943.43966,28108.10682,26985.59168,26819.12312,27247.8423,27517.10465,28093.07675,28454.61814,28876.04695,29373.01377,29244.77565,30184.23719,31001.95209,34283.44947,34596.104,36423.09826,37707.24535,38007.82742,37430.65125,38982.54238,40248.73861,41552.27225,43124.40468,45058.1933,46944.20507,46603.0449,45341.72483,44253.15173,
New Caledonia,NCL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,844001.3931,785481.2899,802165.5637,888939.4428,984139.1458,1197128.485,1195523.55,1181979.358,1025101.426,1133253.014,1193245.36,1207025.542,1211869.304,1316116.592,1128914.382,1111954.53,1015269.447,1017872.699,977390.55,975628.4683,1001048.822,972773.214,1008041.269,1330706.878,1448339.101,1465350.873,1498032.597,1468662.274,1438855.071,1437281.605,1488607.824,1466937.232,1467748.639,1394053.893,1380146.705,1382591.536,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,248298.2629,252322.55,270355.8181,287376.0579,279518.1552,290360.8295,281074.8645,273501.0402,266866.0434,245209.9401,245715.9047,252541.1841,232952.6915,187960.682,198831.1594,187904.2471,183854.6122,192498.9534,212192.8379,220867.7473,209798.8594,205093.713,202514.499,187423.7126,151465.4805,158522.1978,163799.0822,159222.9435,165258.6972,161832.2364,154850.6958,153708.4398,139028.5788,136371.3205,137067.2942,135867.491,135703.9481,134624.2328,143474.5378,137643.8669,130893.8401,135184.7035,134228.9804,136224.8866,131396.0226,132284.3931,134816.3115,133931.5329,141330.1059,135077.532,140855.5863,138593.4633,149089.2118,150929.9233,156086.0626,156655.3668,158148.1076,159639.0293,163622.5574,
Nigeria,NGA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,205544.8902,201803.194,205766.8656,218752.9785,224745.0701,230733.763,216224.5021,178269.8093,172214.7264,209153.0599,255547.9824,285232.5202,287949.3786,296163.7086,320877.0586,295958.7582,313580.8963,322667.1456,294987.1802,305706.6418,309612.5691,261776.2853,237705.6455,206439.8895,199039.1524,205475.2135,200317.9058,201371.2748,210527.5223,209035.2022,227703.4625,222774.8914,227287.9153,217157.5155,207965.6384,202704.0046,206017.3658,206855.513,206973.8338,203050.1683,207962.2402,214805.3796,241564.697,252816.2642,269223.0277,279242.4964,288530.7083,299558.5546,311458.5603,327648.0492,344549.9221,353250.924,358453.8419,372267.6872,385349.0376,385236.148,369177.9075,362573.9542,360160.7378,
Nicaragua,NIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22418.98507,23353.78225,25106.22606,26993.07875,29245.5427,31072.63449,31140.91749,32320.99908,31781.28176,32756.17896,32203.11894,32264.13417,31983.51676,33004.00396,36542.56305,35375.89519,36085.94868,37920.14623,33898.76605,24187.67548,24573.91939,25162.77855,24271.26935,24714.36983,23704.50806,22180.6399,21445.10782,20822.29282,17838.20185,17152.81986,16772.1534,16371.14699,16069.35758,15654.75981,15834.81825,16435.05121,17148.22711,17510.53494,17853.57282,18801.93541,19270.93584,19548.20073,19416.48026,19632.12357,20394.39833,20979.35188,21552.97571,22337.88397,22789.8632,21739.87203,22392.60723,23488.57936,24682.21617,25556.81247,26429.60389,27338.01043,28219.50091,29164.79701,27701.90084,
Netherlands,NLD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12867.69192,12737.08516,13416.26945,13716.34194,14654.00043,15703.5173,15924.75951,16576.68319,17458.01099,18366.5498,19254.25817,19848.03223,20342.69348,21273.46307,21833.22434,21639.90901,22427.50311,22856.45964,23328.7502,23634.91796,23763.28584,23415.87778,23019.54292,23407.10425,24028.18926,24533.48642,25077.67141,25400.29942,26105.16877,27096.00857,28035.77336,28494.17358,28762.02309,28921.43651,29598.82518,30370.75467,31288.65101,32475.54897,33781.22936,35246.44776,36463.69731,37031.60414,36875.93521,36759.48482,37359.10114,38036.30925,39289.58658,40683.32946,41404.78997,39681.92068,40009.00287,40440.55126,39876.03378,39706.88816,40127.42432,40732.65268,41404.46265,42358.53939,43207.27396,
Norway,NOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,154300.2479,162682.5983,165922.0082,170905.0764,178116.2344,186078.6854,191588.8503,201878.9258,204713.063,212198.6866,214756.4234,225352.3472,235556.5873,244517.7664,252538.7315,263586.0987,277635.817,287967.8374,297970.6904,309941.9843,323050.3571,327086.2126,326654.0893,338508.906,357985.1593,376735.4539,390568.4518,395560.9215,392434.1868,394875.3472,401123.1475,411531.0395,423787.6951,433259.2531,452578.0834,468944.1877,490032.2641,513138.5783,523479.3739,530372.0624,543829.202,552310.4841,557284.7932,559067.9222,577834.9314,588980.6633,598277.0314,609847.8856,605163.5288,587259.2481,584059.893,582190.9484,590125.9183,589062.4166,593928.4035,599615.2725,600724.9186,609736.6897,613256.8584,
Nepal,NPL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10279.88929,10310.54417,10340.44523,10366.0352,10961.47041,10643.10621,11188.90308,10809.47007,10675.26289,10934.33273,10993.09267,10641.91435,10747.6973,10472.54558,10899.18477,10819.71221,11049.36219,11131.94395,11363.89579,11372.09536,10857.20766,11494.37029,11654.10193,11046.43618,11838.7545,12282.3577,12559.02129,12493.67323,13158.82048,13412.76511,13692.63732,14189.31559,14377.23162,14528.75086,15310.76173,15448.87223,15893.20617,16330.0948,16477.5018,16873.75092,17597.21064,18134.33373,17878.1715,18320.25617,18922.75426,19333.79945,19737.29464,20166.26046,21169.45948,21950.4987,22897.27708,23656.06532,24834.47303,25928.98571,27493.08331,28292.97867,28202.61477,30117.5154,31595.66707,
Nauru,NRU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.336314,3538.226671,3826.05896,4315.862069,4795.227205,5164.889581,6584.844284,8207.179617,8016.953908,8461.391678,8931.345138,9568.246222,
New Zealand,NZL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,30184.69614,30862.85067,31874.09179,33694.33987,34976.76558,33708.87462,33722.27157,32294.14073,32386.19589,33226.07842,33610.58778,35040.40408,35016.58325,35749.56678,37140.54222,37507.87607,38398.05659,38438.15896,38196.99367,38075.377,37783.20046,35603.60528,35620.36498,37467.42864,38865.10312,40108.74201,40908.51886,41200.31896,41159.77224,43177.90889,44171.20528,45435.13699,46742.55284,47920.33097,49117.93165,50179.71194,50981.55348,52030.28152,51070.07423,50454.00579,50664.22693,51453.01314,52310.77339,53247.27755,54397.86948,55293.42646,56118.72767,56658.67884,57138.36952,
OECD members,OED,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,903.752746,925.6234803,1496.345934,2643.652322,3221.979681,3552.456238,3464.161887,3670.195523,3027.758598,3235.721717,3843.28919,4405.979496,4221.113434,3848.739203,3798.279987,3809.378652,4216.910252,4451.251249,4922.322967,5463.980169,5949.346711,5824.481339,5420.346782,5544.257468,5971.732286,5730.261384,5816.392504,6021.191564,6111.329161,6122.693432,6265.727084,6363.114277,6707.722684,6878.536626,6860.689856,7189.591763,7423.52161,7216.370332,6872.740622,6792.592323,6779.529406,6951.329803,7052.083467,7370.146381,7480.149059,7413.608186,6858.584827,6969.353313,6758.650182,6492.006972,6417.240872,6418.172431,6177.77573,6073.859252,
Other small states,OSS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15692.16061,16243.02294,16563.55226,17560.57284,18417.75926,19821.40299,20430.49825,20973.76915,21900.27996,22495.99505,24384.88464,23845.99195,23394.71906,24365.65225,24526.04073,24827.98074,25342.96064,25554.94145,26767.10209,26904.26507,28705.55774,29970.89494,30877.34291,31879.67098,32395.23794,33728.90716,34454.45379,35531.79206,37070.50966,37746.35548,38281.00621,39082.00248,40936.07588,40525.86835,40896.2153,41741.73474,42537.07544,41752.81645,41615.48182,41961.93171,42606.51902,42369.26328,42691.01347,43723.89221,45875.54514,48271.61619,50091.62547,51327.86643,51033.08912,51319.14967,51010.56716,51293.07099,51974.7455,53130.28816,54462.46438,55860.74108,57732.06699,59687.21887,61881.74608,
Panama,PAN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1821.530193,1961.498179,2060.824169,2171.001775,2200.712931,2332.229687,2436.461765,2568.980978,2669.988658,2813.379642,2924.389427,3115.760965,3167.950036,3246.192325,3235.939943,3205.335677,3174.568742,3128.237383,3349.59705,3415.844899,3770.670591,4021.31681,4138.775081,3863.274842,3879.34195,3981.406308,4033.843618,3875.844884,3285.984428,3267.143416,3458.109655,3705.590226,3927.270867,4057.072917,4087.924218,4075.189074,4155.558309,4334.724675,4559.649022,4644.362102,4677.385748,4613.927056,4627.600797,4732.263151,4994.368035,5255.689224,5606.976277,6166.180721,6653.437315,6617.551335,6881.184137,7527.864016,8123.429968,8537.462615,8818.565022,9166.289319,9458.053572,9792.291803,9981.964977,
Peru,PER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6887.828329,7187.492222,7685.963191,7791.869684,8067.907465,8282.789954,8716.325467,8802.863094,8574.937776,8634.024122,8681.336431,8832.737669,8892.09301,9195.568234,9790.002101,9941.16985,9821.529365,9601.360436,9109.443511,9243.873861,9550.930298,9835.815097,9579.020119,8379.845194,8480.546276,8456.990972,9044.860444,9703.506544,8595.379129,7376.449354,6863.713833,6875.561719,6706.066117,6924.645116,7632.421533,8047.02714,8120.321127,8489.484373,8308.889424,8297.207183,8397.863578,8342.759891,8699.799948,8972.342987,9331.306561,9831.679265,10483.14757,11283.39439,12214.34522,12249.40875,13162.6461,13882.29857,14613.55265,15329.99259,15530.15702,15835.06324,16218.7312,16353.20389,16713.89294,
Philippines,PHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,30264.90055,30915.80199,31334.36968,32465.27607,32523.7909,33182.75591,33613.76299,34368.20029,35031.31252,35617.92971,35908.69199,36783.33618,37688.67985,39894.2493,40159.58055,41222.22425,43625.80226,44820.82947,45867.90431,47149.36102,48239.26169,48542.62308,48941.36278,48515.2478,43755.14808,39475.51427,39740.98653,40362.45221,41965.82975,43428.17965,43623.33109,42305.04535,41425.95516,41302.9333,42111.61654,43069.14623,44554.10777,45818.973,44553.53191,44931.4464,45911.44619,46243.33894,46932.40367,48264.58566,50488.88877,51910.96768,53661.41728,56241.38274,57612.62151,57320.65228,60676.11538,61841.56587,64860.17292,68276.78181,71288.96773,74428.91003,78362.60442,82395.63661,86326.51733,
Palau,PLW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11718.57629,12288.57939,12550.79696,12088.95956,12653.29944,13224.03316,13187.00102,13630.57208,13181.70979,12639.85781,12909.36786,13697.69513,14032.94785,13861.21209,14451.0042,15871.84263,15944.1354,15311.53414,15486.58067,
Papua New Guinea,PNG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3085.957984,3217.933594,3359.726628,3429.735206,3649.823005,3941.676257,4081.763863,4154.43035,4237.933443,4483.618822,4854.931697,5040.287358,5199.551227,5407.362712,5414.754408,5235.672439,4932.768763,4849.240874,5130.275938,5089.876375,4842.991867,4702.097903,4593.004452,4614.899245,4477.707536,4536.925422,4630.18472,4640.887909,4660.002846,4484.108408,4246.482985,4543.892379,5054.798989,5838.665777,6043.214874,5706.28487,6000.458842,5626.017485,5282.90744,5254.417519,5008.180863,4895.742983,4788.585682,4794.144514,4823.17764,5018.117037,5168.63923,5440.297544,5293.788561,5520.392085,5941.698187,5877.507023,6023.221785,6127.242378,6818.470055,7316.82431,7464.219176,7576.007416,7366.900943,
Poland,POL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17933.47521,16616.29893,16982.03462,17572.10645,18463.16258,19719.91293,20898.36028,22233.70141,23251.42426,24332.78339,25709.28509,26037.30969,26581.20127,27546.73067,28978.38161,30003.97349,31878.30651,34139.42502,35585.36369,36564.17792,37991.37361,39876.04318,40517.3096,41106.07106,42501.95367,44163.05494,45535.73975,47778.1781,50232.8841,
Pre-demographic dividend,PRE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,629.9515691,662.5874164,702.9151271,747.1946034,784.4383818,843.456862,896.0028495,944.3239794,987.1287843,1070.79053,1146.259088,1199.718267,1260.649121,1311.981787,1322.458756,1289.798931,1347.878282,1407.355869,1485.325816,1583.205896,1630.872302,1630.998639,1588.511963,1535.527574,1610.48819,1644.24042,1709.599907,1791.259526,1879.237473,1942.942707,1871.020639,1900.643158,1974.603199,2048.985243,2115.017468,2190.897186,2216.581133,2303.248099,2416.703495,2534.235454,2609.92677,2768.768196,2790.542461,2790.28618,3033.778448,2977.791269,2948.280465,2931.112703,2893.987715,2853.002746,2855.63042,2878.491828,2914.38574,2938.929502,2951.760091,2972.676803,2992.577415,2984.45023,2953.379697,
"Korea, Dem. People’s Rep.",PRK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
